CFIP,FirstDateOrder,MBD_0,MBD_1,MBD_2,MBD_3,MBD_4,MBD_5,MBD_6,MBD_7,MBD_8,MBD_9,MBD_10,MBD_11,MBD_12,MBD_13,MBD_14,MBD_15,MBD_16,MBD_17,MBD_18,MBD_19,MBD_20
1.001000000000000000e+03,1.000000000000000000e+01,3.019291899999999806e+00,3.083837299999999892e+00,3.174678999999999807e+00,3.205756399999999839e+00,3.193803500000000017e+00,3.038416400000000017e+00,3.002558000000000060e+00,2.947243700000000022e+00,3.106105599999999800e+00,3.144042699999999968e+00,3.224659200000000059e+00,3.227030300000000018e+00,3.222288100000000099e+00,3.210432799999999975e+00,3.219917099999999976e+00,3.186722000000000055e+00,3.203319500000000097e+00,3.200948499999999974e+00,3.286307100000000148e+00,3.296780800000000067e+00,3.334431400000000156e+00
1.001000000000000000e+03,1.100000000000000000e+01,3.083837299999999892e+00,3.174678999999999807e+00,3.205756399999999839e+00,3.193803500000000017e+00,3.038416400000000017e+00,3.002558000000000060e+00,2.947243700000000022e+00,3.106105599999999800e+00,3.144042699999999968e+00,3.224659200000000059e+00,3.227030300000000018e+00,3.222288100000000099e+00,3.210432799999999975e+00,3.219917099999999976e+00,3.186722000000000055e+00,3.203319500000000097e+00,3.200948499999999974e+00,3.286307100000000148e+00,3.296780800000000067e+00,3.334431400000000156e+00,3.336784600000000101e+00
1.001000000000000000e+03,1.200000000000000000e+01,3.174678999999999807e+00,3.205756399999999839e+00,3.193803500000000017e+00,3.038416400000000017e+00,3.002558000000000060e+00,2.947243700000000022e+00,3.106105599999999800e+00,3.144042699999999968e+00,3.224659200000000059e+00,3.227030300000000018e+00,3.222288100000000099e+00,3.210432799999999975e+00,3.219917099999999976e+00,3.186722000000000055e+00,3.203319500000000097e+00,3.200948499999999974e+00,3.286307100000000148e+00,3.296780800000000067e+00,3.334431400000000156e+00,3.336784600000000101e+00,3.372081999999999802e+00
1.001000000000000000e+03,1.300000000000000000e+01,3.205756399999999839e+00,3.193803500000000017e+00,3.038416400000000017e+00,3.002558000000000060e+00,2.947243700000000022e+00,3.106105599999999800e+00,3.144042699999999968e+00,3.224659200000000059e+00,3.227030300000000018e+00,3.222288100000000099e+00,3.210432799999999975e+00,3.219917099999999976e+00,3.186722000000000055e+00,3.203319500000000097e+00,3.200948499999999974e+00,3.286307100000000148e+00,3.296780800000000067e+00,3.334431400000000156e+00,3.336784600000000101e+00,3.372081999999999802e+00,3.313252900000000167e+00
1.001000000000000000e+03,1.400000000000000000e+01,3.193803500000000017e+00,3.038416400000000017e+00,3.002558000000000060e+00,2.947243700000000022e+00,3.106105599999999800e+00,3.144042699999999968e+00,3.224659200000000059e+00,3.227030300000000018e+00,3.222288100000000099e+00,3.210432799999999975e+00,3.219917099999999976e+00,3.186722000000000055e+00,3.203319500000000097e+00,3.200948499999999974e+00,3.286307100000000148e+00,3.296780800000000067e+00,3.334431400000000156e+00,3.336784600000000101e+00,3.372081999999999802e+00,3.313252900000000167e+00,3.346197399999999877e+00
1.001000000000000000e+03,1.500000000000000000e+01,3.038416400000000017e+00,3.002558000000000060e+00,2.947243700000000022e+00,3.106105599999999800e+00,3.144042699999999968e+00,3.224659200000000059e+00,3.227030300000000018e+00,3.222288100000000099e+00,3.210432799999999975e+00,3.219917099999999976e+00,3.186722000000000055e+00,3.203319500000000097e+00,3.200948499999999974e+00,3.286307100000000148e+00,3.296780800000000067e+00,3.334431400000000156e+00,3.336784600000000101e+00,3.372081999999999802e+00,3.313252900000000167e+00,3.346197399999999877e+00,3.437970599999999877e+00
1.001000000000000000e+03,1.600000000000000000e+01,3.002558000000000060e+00,2.947243700000000022e+00,3.106105599999999800e+00,3.144042699999999968e+00,3.224659200000000059e+00,3.227030300000000018e+00,3.222288100000000099e+00,3.210432799999999975e+00,3.219917099999999976e+00,3.186722000000000055e+00,3.203319500000000097e+00,3.200948499999999974e+00,3.286307100000000148e+00,3.296780800000000067e+00,3.334431400000000156e+00,3.336784600000000101e+00,3.372081999999999802e+00,3.313252900000000167e+00,3.346197399999999877e+00,3.437970599999999877e+00,3.423851700000000164e+00
1.003000000000000000e+03,0.000000000000000000e+00,7.239156200000000041e+00,7.290936499999999931e+00,7.425439400000000134e+00,7.426070700000000357e+00,7.470273500000000233e+00,7.413655300000000281e+00,7.282521700000000209e+00,7.309610400000000396e+00,7.568799000000000277e+00,7.603275299999999959e+00,7.708551400000000164e+00,7.783044799999999874e+00,7.853228999999999793e+00,8.412239100000000747e+00,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00
1.003000000000000000e+03,1.000000000000000000e+00,7.290936499999999931e+00,7.425439400000000134e+00,7.426070700000000357e+00,7.470273500000000233e+00,7.413655300000000281e+00,7.282521700000000209e+00,7.309610400000000396e+00,7.568799000000000277e+00,7.603275299999999959e+00,7.708551400000000164e+00,7.783044799999999874e+00,7.853228999999999793e+00,8.412239100000000747e+00,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00
1.003000000000000000e+03,2.000000000000000000e+00,7.425439400000000134e+00,7.426070700000000357e+00,7.470273500000000233e+00,7.413655300000000281e+00,7.282521700000000209e+00,7.309610400000000396e+00,7.568799000000000277e+00,7.603275299999999959e+00,7.708551400000000164e+00,7.783044799999999874e+00,7.853228999999999793e+00,8.412239100000000747e+00,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00
1.003000000000000000e+03,3.000000000000000000e+00,7.426070700000000357e+00,7.470273500000000233e+00,7.413655300000000281e+00,7.282521700000000209e+00,7.309610400000000396e+00,7.568799000000000277e+00,7.603275299999999959e+00,7.708551400000000164e+00,7.783044799999999874e+00,7.853228999999999793e+00,8.412239100000000747e+00,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00,7.984033100000000438e+00
1.003000000000000000e+03,4.000000000000000000e+00,7.470273500000000233e+00,7.413655300000000281e+00,7.282521700000000209e+00,7.309610400000000396e+00,7.568799000000000277e+00,7.603275299999999959e+00,7.708551400000000164e+00,7.783044799999999874e+00,7.853228999999999793e+00,8.412239100000000747e+00,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00,7.984033100000000438e+00,7.918604900000000058e+00
1.003000000000000000e+03,5.000000000000000000e+00,7.413655300000000281e+00,7.282521700000000209e+00,7.309610400000000396e+00,7.568799000000000277e+00,7.603275299999999959e+00,7.708551400000000164e+00,7.783044799999999874e+00,7.853228999999999793e+00,8.412239100000000747e+00,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00,7.984033100000000438e+00,7.918604900000000058e+00,7.802154999999999951e+00
1.003000000000000000e+03,6.000000000000000000e+00,7.282521700000000209e+00,7.309610400000000396e+00,7.568799000000000277e+00,7.603275299999999959e+00,7.708551400000000164e+00,7.783044799999999874e+00,7.853228999999999793e+00,8.412239100000000747e+00,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00,7.984033100000000438e+00,7.918604900000000058e+00,7.802154999999999951e+00,7.832167600000000007e+00
1.003000000000000000e+03,7.000000000000000000e+00,7.309610400000000396e+00,7.568799000000000277e+00,7.603275299999999959e+00,7.708551400000000164e+00,7.783044799999999874e+00,7.853228999999999793e+00,8.412239100000000747e+00,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00,7.984033100000000438e+00,7.918604900000000058e+00,7.802154999999999951e+00,7.832167600000000007e+00,7.900597099999999706e+00
1.003000000000000000e+03,8.000000000000000000e+00,7.568799000000000277e+00,7.603275299999999959e+00,7.708551400000000164e+00,7.783044799999999874e+00,7.853228999999999793e+00,8.412239100000000747e+00,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00,7.984033100000000438e+00,7.918604900000000058e+00,7.802154999999999951e+00,7.832167600000000007e+00,7.900597099999999706e+00,7.930009799999999665e+00
1.003000000000000000e+03,9.000000000000000000e+00,7.603275299999999959e+00,7.708551400000000164e+00,7.783044799999999874e+00,7.853228999999999793e+00,8.412239100000000747e+00,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00,7.984033100000000438e+00,7.918604900000000058e+00,7.802154999999999951e+00,7.832167600000000007e+00,7.900597099999999706e+00,7.930009799999999665e+00,7.733397000000000077e+00
1.003000000000000000e+03,1.000000000000000000e+01,7.708551400000000164e+00,7.783044799999999874e+00,7.853228999999999793e+00,8.412239100000000747e+00,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00,7.984033100000000438e+00,7.918604900000000058e+00,7.802154999999999951e+00,7.832167600000000007e+00,7.900597099999999706e+00,7.930009799999999665e+00,7.733397000000000077e+00,7.823299900000000306e+00
1.003000000000000000e+03,1.100000000000000000e+01,7.783044799999999874e+00,7.853228999999999793e+00,8.412239100000000747e+00,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00,7.984033100000000438e+00,7.918604900000000058e+00,7.802154999999999951e+00,7.832167600000000007e+00,7.900597099999999706e+00,7.930009799999999665e+00,7.733397000000000077e+00,7.823299900000000306e+00,7.945311099999999627e+00
1.003000000000000000e+03,1.200000000000000000e+01,7.853228999999999793e+00,8.412239100000000747e+00,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00,7.984033100000000438e+00,7.918604900000000058e+00,7.802154999999999951e+00,7.832167600000000007e+00,7.900597099999999706e+00,7.930009799999999665e+00,7.733397000000000077e+00,7.823299900000000306e+00,7.945311099999999627e+00,7.979170299999999827e+00
1.003000000000000000e+03,1.300000000000000000e+01,8.412239100000000747e+00,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00,7.984033100000000438e+00,7.918604900000000058e+00,7.802154999999999951e+00,7.832167600000000007e+00,7.900597099999999706e+00,7.930009799999999665e+00,7.733397000000000077e+00,7.823299900000000306e+00,7.945311099999999627e+00,7.979170299999999827e+00,7.907364799999999860e+00
1.003000000000000000e+03,1.400000000000000000e+01,8.329126399999999819e+00,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00,7.984033100000000438e+00,7.918604900000000058e+00,7.802154999999999951e+00,7.832167600000000007e+00,7.900597099999999706e+00,7.930009799999999665e+00,7.733397000000000077e+00,7.823299900000000306e+00,7.945311099999999627e+00,7.979170299999999827e+00,7.907364799999999860e+00,8.507495900000000333e+00
1.003000000000000000e+03,1.500000000000000000e+01,8.263252299999999551e+00,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00,7.984033100000000438e+00,7.918604900000000058e+00,7.802154999999999951e+00,7.832167600000000007e+00,7.900597099999999706e+00,7.930009799999999665e+00,7.733397000000000077e+00,7.823299900000000306e+00,7.945311099999999627e+00,7.979170299999999827e+00,7.907364799999999860e+00,8.507495900000000333e+00,8.573463399999999623e+00
1.003000000000000000e+03,1.600000000000000000e+01,8.224466299999999563e+00,8.011044500000000568e+00,7.909000899999999668e+00,7.978030699999999698e+00,8.032653800000000288e+00,8.061466199999999915e+00,8.077073099999999783e+00,7.984033100000000438e+00,7.918604900000000058e+00,7.802154999999999951e+00,7.832167600000000007e+00,7.900597099999999706e+00,7.930009799999999665e+00,7.733397000000000077e+00,7.823299900000000306e+00,7.945311099999999627e+00,7.979170299999999827e+00,7.907364799999999860e+00,8.507495900000000333e+00,8.573463399999999623e+00,8.491149899999999917e+00
1.005000000000000000e+03,0.000000000000000000e+00,1.073137800000000031e+00,9.957944800000000374e-01,1.160148900000000038e+00,1.000628499999999921e+00,1.000628499999999921e+00,1.027228999999999948e+00,1.022313999999999945e+00,1.032143999999999950e+00,1.086208599999999969e+00,1.081293599999999966e+00,9.977391399999999688e-01,9.879092000000000429e-01,9.829942000000000402e-01,1.022313999999999945e+00,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00
1.005000000000000000e+03,1.000000000000000000e+00,9.957944800000000374e-01,1.160148900000000038e+00,1.000628499999999921e+00,1.000628499999999921e+00,1.027228999999999948e+00,1.022313999999999945e+00,1.032143999999999950e+00,1.086208599999999969e+00,1.081293599999999966e+00,9.977391399999999688e-01,9.879092000000000429e-01,9.829942000000000402e-01,1.022313999999999945e+00,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00,1.097037999999999958e+00
1.005000000000000000e+03,2.000000000000000000e+00,1.160148900000000038e+00,1.000628499999999921e+00,1.000628499999999921e+00,1.027228999999999948e+00,1.022313999999999945e+00,1.032143999999999950e+00,1.086208599999999969e+00,1.081293599999999966e+00,9.977391399999999688e-01,9.879092000000000429e-01,9.829942000000000402e-01,1.022313999999999945e+00,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00,1.097037999999999958e+00,1.107011100000000026e+00
1.005000000000000000e+03,3.000000000000000000e+00,1.000628499999999921e+00,1.000628499999999921e+00,1.027228999999999948e+00,1.022313999999999945e+00,1.032143999999999950e+00,1.086208599999999969e+00,1.081293599999999966e+00,9.977391399999999688e-01,9.879092000000000429e-01,9.829942000000000402e-01,1.022313999999999945e+00,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00,1.097037999999999958e+00,1.107011100000000026e+00,1.146903400000000017e+00
1.005000000000000000e+03,4.000000000000000000e+00,1.000628499999999921e+00,1.027228999999999948e+00,1.022313999999999945e+00,1.032143999999999950e+00,1.086208599999999969e+00,1.081293599999999966e+00,9.977391399999999688e-01,9.879092000000000429e-01,9.829942000000000402e-01,1.022313999999999945e+00,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00,1.097037999999999958e+00,1.107011100000000026e+00,1.146903400000000017e+00,1.156876400000000027e+00
1.005000000000000000e+03,5.000000000000000000e+00,1.027228999999999948e+00,1.022313999999999945e+00,1.032143999999999950e+00,1.086208599999999969e+00,1.081293599999999966e+00,9.977391399999999688e-01,9.879092000000000429e-01,9.829942000000000402e-01,1.022313999999999945e+00,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00,1.097037999999999958e+00,1.107011100000000026e+00,1.146903400000000017e+00,1.156876400000000027e+00,1.121970700000000098e+00
1.005000000000000000e+03,6.000000000000000000e+00,1.022313999999999945e+00,1.032143999999999950e+00,1.086208599999999969e+00,1.081293599999999966e+00,9.977391399999999688e-01,9.879092000000000429e-01,9.829942000000000402e-01,1.022313999999999945e+00,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00,1.097037999999999958e+00,1.107011100000000026e+00,1.146903400000000017e+00,1.156876400000000027e+00,1.121970700000000098e+00,1.136930299999999949e+00
1.005000000000000000e+03,7.000000000000000000e+00,1.032143999999999950e+00,1.086208599999999969e+00,1.081293599999999966e+00,9.977391399999999688e-01,9.879092000000000429e-01,9.829942000000000402e-01,1.022313999999999945e+00,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00,1.097037999999999958e+00,1.107011100000000026e+00,1.146903400000000017e+00,1.156876400000000027e+00,1.121970700000000098e+00,1.136930299999999949e+00,1.151889900000000022e+00
1.005000000000000000e+03,8.000000000000000000e+00,1.086208599999999969e+00,1.081293599999999966e+00,9.977391399999999688e-01,9.879092000000000429e-01,9.829942000000000402e-01,1.022313999999999945e+00,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00,1.097037999999999958e+00,1.107011100000000026e+00,1.146903400000000017e+00,1.156876400000000027e+00,1.121970700000000098e+00,1.136930299999999949e+00,1.151889900000000022e+00,1.151889900000000022e+00
1.005000000000000000e+03,9.000000000000000000e+00,1.081293599999999966e+00,9.977391399999999688e-01,9.879092000000000429e-01,9.829942000000000402e-01,1.022313999999999945e+00,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00,1.097037999999999958e+00,1.107011100000000026e+00,1.146903400000000017e+00,1.156876400000000027e+00,1.121970700000000098e+00,1.136930299999999949e+00,1.151889900000000022e+00,1.151889900000000022e+00,1.186628900000000097e+00
1.005000000000000000e+03,1.000000000000000000e+01,9.977391399999999688e-01,9.879092000000000429e-01,9.829942000000000402e-01,1.022313999999999945e+00,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00,1.097037999999999958e+00,1.107011100000000026e+00,1.146903400000000017e+00,1.156876400000000027e+00,1.121970700000000098e+00,1.136930299999999949e+00,1.151889900000000022e+00,1.151889900000000022e+00,1.186628900000000097e+00,1.206826900000000036e+00
1.005000000000000000e+03,1.100000000000000000e+01,9.879092000000000429e-01,9.829942000000000402e-01,1.022313999999999945e+00,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00,1.097037999999999958e+00,1.107011100000000026e+00,1.146903400000000017e+00,1.156876400000000027e+00,1.121970700000000098e+00,1.136930299999999949e+00,1.151889900000000022e+00,1.151889900000000022e+00,1.186628900000000097e+00,1.206826900000000036e+00,1.196728000000000014e+00
1.005000000000000000e+03,1.200000000000000000e+01,9.829942000000000402e-01,1.022313999999999945e+00,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00,1.097037999999999958e+00,1.107011100000000026e+00,1.146903400000000017e+00,1.156876400000000027e+00,1.121970700000000098e+00,1.136930299999999949e+00,1.151889900000000022e+00,1.151889900000000022e+00,1.186628900000000097e+00,1.206826900000000036e+00,1.196728000000000014e+00,1.191678400000000027e+00
1.005000000000000000e+03,1.300000000000000000e+01,1.022313999999999945e+00,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00,1.097037999999999958e+00,1.107011100000000026e+00,1.146903400000000017e+00,1.156876400000000027e+00,1.121970700000000098e+00,1.136930299999999949e+00,1.151889900000000022e+00,1.151889900000000022e+00,1.186628900000000097e+00,1.206826900000000036e+00,1.196728000000000014e+00,1.191678400000000027e+00,1.186628900000000097e+00
1.005000000000000000e+03,1.400000000000000000e+01,1.037058800000000058e+00,1.032143999999999950e+00,1.032143999999999950e+00,1.111997600000000030e+00,1.072105300000000039e+00,1.057145699999999966e+00,1.102024600000000021e+00,1.097037999999999958e+00,1.107011100000000026e+00,1.146903400000000017e+00,1.156876400000000027e+00,1.121970700000000098e+00,1.136930299999999949e+00,1.151889900000000022e+00,1.151889900000000022e+00,1.186628900000000097e+00,1.206826900000000036e+00,1.196728000000000014e+00,1.191678400000000027e+00,1.186628900000000097e+00,1.191678400000000027e+00
